sample_id,batch_id,cultivar_code,outer_fold
FRL_B01-0281,FRL_B01,FRL,2
FRL_B01-0282,FRL_B01,FRL,1
FRL_B01-0283,FRL_B01,FRL,1
FRL_B01-0284,FRL_B01,FRL,4
FRL_B01-0285,FRL_B01,FRL,1
FRL_B01-0286,FRL_B01,FRL,3
FRL_B01-0287,FRL_B01,FRL,5
FRL_B01-0288,FRL_B01,FRL,1
FRL_B01-0289,FRL_B01,FRL,1
FRL_B01-0290,FRL_B01,FRL,5
FRL_B01-0291,FRL_B01,FRL,2
FRL_B01-0292,FRL_B01,FRL,2
FRL_B01-0293,FRL_B01,FRL,2
FRL_B01-0294,FRL_B01,FRL,1
FRL_B01-0295,FRL_B01,FRL,5
FRL_B01-0296,FRL_B01,FRL,4
FRL_B01-0297,FRL_B01,FRL,2
FRL_B01-0298,FRL_B01,FRL,4
FRL_B01-0299,FRL_B01,FRL,2
FRL_B01-0300,FRL_B01,FRL,1
FRL_B01-0301,FRL_B01,FRL,2
FRL_B01-0302,FRL_B01,FRL,5
FRL_B01-0304,FRL_B01,FRL,3
FRL_B01-0305,FRL_B01,FRL,3
FRL_B01-0306,FRL_B01,FRL,2
FRL_B01-0308,FRL_B01,FRL,5
FRL_B01-0309,FRL_B01,FRL,3
FRL_B01-0310,FRL_B01,FRL,5
FRL_B01-0311,FRL_B01,FRL,1
FRL_B01-0314,FRL_B01,FRL,1
FRL_B01-0315,FRL_B01,FRL,5
FRL_B01-0316,FRL_B01,FRL,2
FRL_B01-0318,FRL_B01,FRL,4
FTL_B01-0002,FTL_B01,FTL,3
FTL_B01-0003,FTL_B01,FTL,2
FTL_B01-0004,FTL_B01,FTL,1
FTL_B01-0005,FTL_B01,FTL,5
FTL_B01-0006,FTL_B01,FTL,1
FTL_B01-0007,FTL_B01,FTL,3
FTL_B01-0008,FTL_B01,FTL,2
FTL_B01-0010,FTL_B01,FTL,4
FTL_B01-0012,FTL_B01,FTL,5
FTL_B01-0013,FTL_B01,FTL,2
FTL_B01-0014,FTL_B01,FTL,3
FTL_B01-0015,FTL_B01,FTL,2
FTL_B01-0016,FTL_B01,FTL,3
FTL_B01-0017,FTL_B01,FTL,4
FTL_B01-0019,FTL_B01,FTL,2
FTL_B01-0020,FTL_B01,FTL,2
FTL_B01-0021,FTL_B01,FTL,1
FTL_B01-0022,FTL_B01,FTL,2
FTL_B01-0023,FTL_B01,FTL,5
FTL_B01-0024,FTL_B01,FTL,5
FTL_B01-0025,FTL_B01,FTL,1
FTL_B01-0026,FTL_B01,FTL,1
FTL_B01-0027,FTL_B01,FTL,2
FTL_B01-0028,FTL_B01,FTL,2
FTL_B01-0029,FTL_B01,FTL,4
FTL_B01-0031,FTL_B01,FTL,1
FTL_B01-0032,FTL_B01,FTL,1
FTL_B01-0033,FTL_B01,FTL,4
FTL_B01-0034,FTL_B01,FTL,2
FTL_B01-0035,FTL_B01,FTL,5
FTL_B01-0036,FTL_B01,FTL,2
FTL_B01-0037,FTL_B01,FTL,1
FTL_B01-0038,FTL_B01,FTL,1
FTL_B01-0039,FTL_B01,FTL,1
FTL_B01-0040,FTL_B01,FTL,2
FTL_B01-0041,FTL_B01,FTL,2
FTL_B01-0042,FTL_B01,FTL,3
FTL_B01-0043,FTL_B01,FTL,5
FTL_B01-0044,FTL_B01,FTL,2
FTL_B01-0045,FTL_B01,FTL,5
FTL_B01-0046,FTL_B01,FTL,4
FTL_B01-0047,FTL_B01,FTL,3
FTL_B01-0048,FTL_B01,FTL,1
FTL_B01-0049,FTL_B01,FTL,2
FTL_B01-0050,FTL_B01,FTL,5
FTL_B01-0051,FTL_B01,FTL,5
FTL_B01-0052,FTL_B01,FTL,1
FTL_B01-0053,FTL_B01,FTL,3
FTL_B01-0054,FTL_B01,FTL,4
FTL_B01-0055,FTL_B01,FTL,5
FTL_B01-0056,FTL_B01,FTL,3
FTL_B01-0057,FTL_B01,FTL,4
FTL_B01-0058,FTL_B01,FTL,3
FTL_B01-0059,FTL_B01,FTL,1
FTL_B01-0060,FTL_B01,FTL,2
FTL_B01-0061,FTL_B01,FTL,4
FTL_B01-0062,FTL_B01,FTL,4
FTL_B01-0063,FTL_B01,FTL,3
FTL_B01-0064,FTL_B01,FTL,3
FTL_B01-0065,FTL_B01,FTL,3
FTL_B01-0066,FTL_B01,FTL,4
FTL_B01-0067,FTL_B01,FTL,3
FTL_B01-0068,FTL_B01,FTL,3
FTL_B01-0069,FTL_B01,FTL,5
FTL_B01-0070,FTL_B01,FTL,2
FTL_B01-0071,FTL_B01,FTL,4
FTL_B01-0072,FTL_B01,FTL,1
FTL_B01-0073,FTL_B01,FTL,2
FTL_B01-0074,FTL_B01,FTL,3
FTL_B01-0075,FTL_B01,FTL,1
FTL_B01-0076,FTL_B01,FTL,3
FTL_B01-0077,FTL_B01,FTL,1
FTL_B01-0078,FTL_B01,FTL,3
FTL_B01-0079,FTL_B01,FTL,4
FTL_B01-0080,FTL_B01,FTL,3
FTL_B01-0081,FTL_B01,FTL,5
FTL_B01-0082,FTL_B01,FTL,2
FTL_B01-0083,FTL_B01,FTL,5
FTL_B01-0085,FTL_B01,FTL,5
FTL_B01-0086,FTL_B01,FTL,5
FTL_B01-0087,FTL_B01,FTL,5
FTL_B01-0089,FTL_B01,FTL,4
FTL_B01-0090,FTL_B01,FTL,5
FTL_B01-0091,FTL_B01,FTL,2
FTL_B01-0092,FTL_B01,FTL,1
FTL_B01-0093,FTL_B01,FTL,1
FTL_B01-0094,FTL_B01,FTL,3
FTL_B01-0095,FTL_B01,FTL,4
FTL_B01-0096,FTL_B01,FTL,1
FTL_B01-0097,FTL_B01,FTL,3
FTL_B01-0098,FTL_B01,FTL,3
FTL_B01-0099,FTL_B01,FTL,4
FTL_B01-0100,FTL_B01,FTL,3
FTL_B01-0103,FTL_B01,FTL,1
FTL_B01-0105,FTL_B01,FTL,4
FTL_B01-0106,FTL_B01,FTL,3
FTL_B01-0108,FTL_B01,FTL,1
FTL_B01-0109,FTL_B01,FTL,5
FTL_B01-0110,FTL_B01,FTL,5
FTL_B01-0111,FTL_B01,FTL,1
FTL_B01-0112,FTL_B01,FTL,5
FTL_B01-0113,FTL_B01,FTL,4
FTL_B01-0114,FTL_B01,FTL,5
FTL_B01-0115,FTL_B01,FTL,4
FTL_B01-0116,FTL_B01,FTL,2
FTL_B01-0117,FTL_B01,FTL,5
FTL_B01-0118,FTL_B01,FTL,4
FTL_B01-0119,FTL_B01,FTL,5
FTL_B01-0121,FTL_B01,FTL,2
FTL_B01-0122,FTL_B01,FTL,4
FTL_B01-0123,FTL_B01,FTL,5
FTL_B01-0124,FTL_B01,FTL,4
FTL_B01-0125,FTL_B01,FTL,2
FTL_B01-0126,FTL_B01,FTL,1
FTL_B01-0127,FTL_B01,FTL,1
FTL_B01-0128,FTL_B01,FTL,5
FTL_B01-0129,FTL_B01,FTL,5
FTL_B01-0130,FTL_B01,FTL,2
FTL_B01-0131,FTL_B01,FTL,3
FTL_B01-0132,FTL_B01,FTL,1
FTL_B01-0133,FTL_B01,FTL,4
FTL_B01-0134,FTL_B01,FTL,2
FTL_B01-0136,FTL_B01,FTL,3
FTL_B01-0137,FTL_B01,FTL,3
FTL_B01-0138,FTL_B01,FTL,3
FTL_B01-0139,FTL_B01,FTL,2
FTL_B01-0142,FTL_B01,FTL,1
FTL_B01-0143,FTL_B01,FTL,4
FTL_B01-0144,FTL_B01,FTL,3
FTL_B01-0145,FTL_B01,FTL,5
FTL_B01-0146,FTL_B01,FTL,5
FTL_B01-0147,FTL_B01,FTL,4
FTL_B01-0148,FTL_B01,FTL,3
FTL_B01-0149,FTL_B01,FTL,2
FTL_B01-0150,FTL_B01,FTL,3
FTL_B01-0151,FTL_B01,FTL,2
FTL_B01-0152,FTL_B01,FTL,3
FTL_B01-0153,FTL_B01,FTL,1
FTL_B01-0154,FTL_B01,FTL,4
FTL_B01-0155,FTL_B01,FTL,3
FTL_B01-0156,FTL_B01,FTL,1
FTL_B01-0157,FTL_B01,FTL,2
FTL_B01-0158,FTL_B01,FTL,2
FTL_B01-0160,FTL_B01,FTL,1
FTL_B01-0161,FTL_B01,FTL,5
FTL_B01-0162,FTL_B01,FTL,5
FTL_B01-0163,FTL_B01,FTL,4
FTL_B01-0164,FTL_B01,FTL,2
FTL_B01-0165,FTL_B01,FTL,2
FTL_B01-0166,FTL_B01,FTL,4
FTL_B01-0167,FTL_B01,FTL,1
FTL_B01-0168,FTL_B01,FTL,4
FTL_B01-0169,FTL_B01,FTL,5
FTL_B01-0170,FTL_B01,FTL,2
FTL_B01-0171,FTL_B01,FTL,3
FTL_B01-0172,FTL_B01,FTL,4
FTL_B01-0173,FTL_B01,FTL,2
FTL_B01-0174,FTL_B01,FTL,1
FTL_B01-0175,FTL_B01,FTL,4
FTL_B01-0177,FTL_B01,FTL,3
FTL_B01-0179,FTL_B01,FTL,5
FTL_B01-0180,FTL_B01,FTL,4
FTL_B01-0181,FTL_B01,FTL,1
FTL_B01-0182,FTL_B01,FTL,2
FTL_B01-0184,FTL_B01,FTL,1
FTL_B01-0185,FTL_B01,FTL,3
FTL_B01-0186,FTL_B01,FTL,5
FTL_B01-0187,FTL_B01,FTL,4
FTL_B01-0188,FTL_B01,FTL,1
FTL_B01-0189,FTL_B01,FTL,5
FTL_B01-0190,FTL_B01,FTL,4
FTL_B01-0191,FTL_B01,FTL,1
FTL_B01-0192,FTL_B01,FTL,2
FTL_B01-0193,FTL_B01,FTL,5
FTL_B01-0194,FTL_B01,FTL,5
FTL_B01-0195,FTL_B01,FTL,1
FTL_B01-0196,FTL_B01,FTL,4
FTL_B01-0197,FTL_B01,FTL,3
FTL_B01-0198,FTL_B01,FTL,4
FTL_B01-0199,FTL_B01,FTL,3
FTL_B01-0200,FTL_B01,FTL,1
FTL_B01-0201,FTL_B01,FTL,2
FTL_B01-0202,FTL_B01,FTL,4
FWHH_B01-0002,FWHH_B01,FWHH,4
FWHH_B01-0003,FWHH_B01,FWHH,3
FWHH_B01-0005,FWHH_B01,FWHH,3
FWHH_B01-0006,FWHH_B01,FWHH,3
FWHH_B01-0007,FWHH_B01,FWHH,5
FWHH_B01-0008,FWHH_B01,FWHH,5
FWHH_B01-0009,FWHH_B01,FWHH,3
FWHH_B01-0010,FWHH_B01,FWHH,2
FWHH_B01-0011,FWHH_B01,FWHH,4
FWHH_B01-0012,FWHH_B01,FWHH,2
FWHH_B01-0013,FWHH_B01,FWHH,1
FWHH_B01-0014,FWHH_B01,FWHH,1
FWHH_B01-0016,FWHH_B01,FWHH,3
FWHH_B01-0017,FWHH_B01,FWHH,4
FWHH_B01-0018,FWHH_B01,FWHH,3
FWHH_B01-0019,FWHH_B01,FWHH,3
FWHH_B01-0020,FWHH_B01,FWHH,2
FWHH_B01-0021,FWHH_B01,FWHH,1
FWHH_B01-0022,FWHH_B01,FWHH,1
FWHH_B01-0023,FWHH_B01,FWHH,5
FWHH_B01-0024,FWHH_B01,FWHH,1
FWHH_B01-0025,FWHH_B01,FWHH,2
FWHH_B01-0026,FWHH_B01,FWHH,2
FWHH_B01-0027,FWHH_B01,FWHH,4
FWHH_B01-0028,FWHH_B01,FWHH,1
FWHH_B01-0029,FWHH_B01,FWHH,5
FWHH_B01-0030,FWHH_B01,FWHH,1
FWHH_B01-0031,FWHH_B01,FWHH,2
FWHH_B01-0032,FWHH_B01,FWHH,1
FWHH_B01-0033,FWHH_B01,FWHH,5
FWHH_B01-0034,FWHH_B01,FWHH,4
FWHH_B01-0035,FWHH_B01,FWHH,3
FWHH_B01-0036,FWHH_B01,FWHH,3
FWHH_B01-0037,FWHH_B01,FWHH,5
FWHH_B01-0038,FWHH_B01,FWHH,1
FWHH_B01-0039,FWHH_B01,FWHH,5
FWHH_B01-0040,FWHH_B01,FWHH,3
FWHH_B01-0041,FWHH_B01,FWHH,5
FWHH_B01-0042,FWHH_B01,FWHH,4
FWHH_B01-0043,FWHH_B01,FWHH,3
FWHH_B01-0044,FWHH_B01,FWHH,2
FWHH_B01-0045,FWHH_B01,FWHH,3
FWHH_B01-0046,FWHH_B01,FWHH,4
FWHH_B01-0047,FWHH_B01,FWHH,1
FWHH_B01-0048,FWHH_B01,FWHH,4
FWHH_B01-0049,FWHH_B01,FWHH,1
FWHH_B01-0050,FWHH_B01,FWHH,4
FWHH_B01-0051,FWHH_B01,FWHH,2
FWHH_B01-0052,FWHH_B01,FWHH,4
FWHH_B01-0053,FWHH_B01,FWHH,4
FWHH_B01-0054,FWHH_B01,FWHH,4
FWHH_B01-0055,FWHH_B01,FWHH,4
FWHH_B01-0056,FWHH_B01,FWHH,5
FWHH_B01-0057,FWHH_B01,FWHH,3
FWHH_B01-0058,FWHH_B01,FWHH,3
FWHH_B01-0059,FWHH_B01,FWHH,3
FWHH_B01-0060,FWHH_B01,FWHH,4
FWHH_B01-0061,FWHH_B01,FWHH,3
FWHH_B01-0062,FWHH_B01,FWHH,1
FWHH_B01-0063,FWHH_B01,FWHH,2
FWHH_B01-0064,FWHH_B01,FWHH,3
FWHH_B01-0065,FWHH_B01,FWHH,2
FWHH_B01-0066,FWHH_B01,FWHH,2
FWHH_B01-0067,FWHH_B01,FWHH,2
FWHH_B01-0068,FWHH_B01,FWHH,5
FWHH_B01-0069,FWHH_B01,FWHH,5
FWHH_B01-0070,FWHH_B01,FWHH,5
FWHH_B01-0071,FWHH_B01,FWHH,4
FWHH_B01-0072,FWHH_B01,FWHH,4
FWHH_B01-0073,FWHH_B01,FWHH,5
FWHH_B01-0074,FWHH_B01,FWHH,5
FWHH_B01-0075,FWHH_B01,FWHH,3
FWHH_B01-0076,FWHH_B01,FWHH,2
FWHH_B01-0077,FWHH_B01,FWHH,4
FWHH_B01-0078,FWHH_B01,FWHH,1
FWHH_B01-0079,FWHH_B01,FWHH,1
FWHH_B01-0080,FWHH_B01,FWHH,2
FWHH_B01-0081,FWHH_B01,FWHH,5
FWHH_B01-0082,FWHH_B01,FWHH,1
FWHH_B01-0083,FWHH_B01,FWHH,2
FWHH_B01-0084,FWHH_B01,FWHH,1
FWHH_B01-0085,FWHH_B01,FWHH,2
FWHH_B01-0086,FWHH_B01,FWHH,2
FWHH_B01-0087,FWHH_B01,FWHH,1
FWHH_B01-0088,FWHH_B01,FWHH,5
FWHH_B01-0089,FWHH_B01,FWHH,5
KLD_B01-0001,KLD_B01,KLD,1
KLD_B01-0002,KLD_B01,KLD,2
KLD_B01-0003,KLD_B01,KLD,3
KLD_B01-0004,KLD_B01,KLD,3
KLD_B01-0005,KLD_B01,KLD,2
KLD_B01-0006,KLD_B01,KLD,1
KLD_B01-0009,KLD_B01,KLD,5
KLD_B01-0010,KLD_B01,KLD,1
KLD_B01-0011,KLD_B01,KLD,3
KLD_B01-0012,KLD_B01,KLD,3
KLD_B01-0013,KLD_B01,KLD,4
KLD_B01-0014,KLD_B01,KLD,4
KLD_B01-0015,KLD_B01,KLD,5
KLD_B01-0016,KLD_B01,KLD,4
KLD_B01-0017,KLD_B01,KLD,4
KLD_B01-0018,KLD_B01,KLD,3
KLD_B01-0019,KLD_B01,KLD,1
KLD_B01-0020,KLD_B01,KLD,5
KLD_B01-0021,KLD_B01,KLD,3
KLD_B01-0022,KLD_B01,KLD,5
KLD_B01-0023,KLD_B01,KLD,4
KLD_B01-0025,KLD_B01,KLD,2
KLD_B01-0026,KLD_B01,KLD,3
KLD_B01-0027,KLD_B01,KLD,1
KLD_B01-0028,KLD_B01,KLD,4
KLD_B01-0029,KLD_B01,KLD,3
KLD_B01-0030,KLD_B01,KLD,5
KLD_B01-0032,KLD_B01,KLD,4
KLD_B01-0033,KLD_B01,KLD,1
KLD_B01-0034,KLD_B01,KLD,3
KLD_B01-0035,KLD_B01,KLD,3
KLD_B01-0037,KLD_B01,KLD,4
KLD_B01-0038,KLD_B01,KLD,5
KLD_B01-0039,KLD_B01,KLD,2
KLD_B01-0040,KLD_B01,KLD,1
KLD_B01-0041,KLD_B01,KLD,4
KLD_B01-0042,KLD_B01,KLD,3
KLD_B01-0043,KLD_B01,KLD,5
KLD_B01-0044,KLD_B01,KLD,3
KLD_B01-0045,KLD_B01,KLD,4
KLD_B01-0046,KLD_B01,KLD,4
KLD_B01-0047,KLD_B01,KLD,1
KLD_B01-0048,KLD_B01,KLD,2
KLD_B01-0049,KLD_B01,KLD,2
KLD_B01-0050,KLD_B01,KLD,5
KLD_B01-0051,KLD_B01,KLD,1
KLD_B01-0053,KLD_B01,KLD,4
KLD_B01-0054,KLD_B01,KLD,1
KLD_B01-0055,KLD_B01,KLD,3
KLD_B01-0056,KLD_B01,KLD,2
KLD_B01-0057,KLD_B01,KLD,2
KLD_B01-0058,KLD_B01,KLD,5
KLD_B01-0059,KLD_B01,KLD,1
KLD_B01-0060,KLD_B01,KLD,1
KLD_B01-0061,KLD_B01,KLD,1
KLD_B01-0062,KLD_B01,KLD,5
KLD_B01-0064,KLD_B01,KLD,3
KLD_B01-0065,KLD_B01,KLD,3
KLD_B01-0066,KLD_B01,KLD,2
KLD_B01-0067,KLD_B01,KLD,1
KLD_B01-0068,KLD_B01,KLD,2
KLD_B01-0069,KLD_B01,KLD,3
KLD_B01-0070,KLD_B01,KLD,5
KLD_B01-0071,KLD_B01,KLD,1
KLD_B01-0072,KLD_B01,KLD,3
KLD_B01-0073,KLD_B01,KLD,3
KLD_B01-0074,KLD_B01,KLD,4
KLD_B01-0075,KLD_B01,KLD,4
KLD_B01-0076,KLD_B01,KLD,5
KLD_B01-0077,KLD_B01,KLD,4
KLD_B01-0078,KLD_B01,KLD,1
KLD_B01-0079,KLD_B01,KLD,2
KLD_B01-0080,KLD_B01,KLD,3
KLD_B01-0081,KLD_B01,KLD,4
KLD_B01-0082,KLD_B01,KLD,3
KLD_B01-0083,KLD_B01,KLD,4
KLD_B01-0084,KLD_B01,KLD,4
KLD_B01-0085,KLD_B01,KLD,5
KLD_B01-0086,KLD_B01,KLD,5
KLD_B01-0087,KLD_B01,KLD,1
KLD_B01-0088,KLD_B01,KLD,4
KLD_B01-0089,KLD_B01,KLD,4
KLD_B01-0090,KLD_B01,KLD,4
KLD_B01-0091,KLD_B01,KLD,3
KLD_B01-0092,KLD_B01,KLD,5
KLD_B01-0093,KLD_B01,KLD,1
KLD_B01-0094,KLD_B01,KLD,1
KLD_B01-0095,KLD_B01,KLD,4
KLD_B01-0096,KLD_B01,KLD,4
KLD_B01-0097,KLD_B01,KLD,5
KLD_B01-0098,KLD_B01,KLD,2
KLD_B01-0099,KLD_B01,KLD,4
KLD_B01-0100,KLD_B01,KLD,2
KLD_B01-0101,KLD_B01,KLD,4
KLD_B01-0102,KLD_B01,KLD,5
KLD_B01-0103,KLD_B01,KLD,5
KLD_B01-0104,KLD_B01,KLD,4
KLD_B01-0105,KLD_B01,KLD,4
KLD_B01-0106,KLD_B01,KLD,5
KLD_B01-0107,KLD_B01,KLD,2
KLD_B01-0108,KLD_B01,KLD,5
KLD_B01-0109,KLD_B01,KLD,3
KLD_B01-0110,KLD_B01,KLD,2
KLD_B01-0111,KLD_B01,KLD,4
KLD_B01-0112,KLD_B01,KLD,1
KLD_B01-0113,KLD_B01,KLD,1
KLD_B01-0114,KLD_B01,KLD,2
KLD_B01-0115,KLD_B01,KLD,2
KLD_B01-0116,KLD_B01,KLD,1
KLD_B01-0117,KLD_B01,KLD,5
KLD_B01-0118,KLD_B01,KLD,1
KLD_B01-0119,KLD_B01,KLD,5
KLD_B01-0120,KLD_B01,KLD,3
KLD_B01-0121,KLD_B01,KLD,1
KLD_B01-0122,KLD_B01,KLD,5
KLD_B01-0123,KLD_B01,KLD,1
KLD_B01-0124,KLD_B01,KLD,4
KLD_B01-0125,KLD_B01,KLD,4
KLD_B01-0126,KLD_B01,KLD,5
KLD_B01-0127,KLD_B01,KLD,4
KLD_B01-0128,KLD_B01,KLD,5
KLD_B01-0129,KLD_B01,KLD,3
KLD_B01-0130,KLD_B01,KLD,3
KLD_B01-0131,KLD_B01,KLD,1
KLD_B01-0132,KLD_B01,KLD,2
KLD_B01-0133,KLD_B01,KLD,2
KLD_B01-0134,KLD_B01,KLD,3
KLD_B01-0135,KLD_B01,KLD,2
KLD_B01-0136,KLD_B01,KLD,1
KLD_B01-0137,KLD_B01,KLD,4
KLD_B01-0138,KLD_B01,KLD,2
KLD_B01-0139,KLD_B01,KLD,5
KLD_B01-0140,KLD_B01,KLD,1
KLD_B01-0141,KLD_B01,KLD,3
KLD_B01-0142,KLD_B01,KLD,2
KLD_B01-0143,KLD_B01,KLD,4
KLD_B01-0144,KLD_B01,KLD,1
KLD_B01-0145,KLD_B01,KLD,5
KLD_B01-0146,KLD_B01,KLD,4
KLD_B01-0147,KLD_B01,KLD,3
KLD_B01-0149,KLD_B01,KLD,4
KLD_B01-0150,KLD_B01,KLD,3
KLD_B01-0151,KLD_B01,KLD,2
KLD_B01-0152,KLD_B01,KLD,1
KLD_B01-0153,KLD_B01,KLD,2
KLD_B01-0154,KLD_B01,KLD,2
KLD_B01-0155,KLD_B01,KLD,1
KLD_B01-0156,KLD_B01,KLD,5
KLD_B01-0157,KLD_B01,KLD,2
KLD_B01-0158,KLD_B01,KLD,5
KLD_B01-0159,KLD_B01,KLD,2
KLD_B01-0160,KLD_B01,KLD,1
KLD_B01-0161,KLD_B01,KLD,1
KLD_B01-0162,KLD_B01,KLD,2
KLD_B01-0163,KLD_B01,KLD,2
KLD_B01-0164,KLD_B01,KLD,5
KLD_B01-0165,KLD_B01,KLD,3
KLD_B01-0166,KLD_B01,KLD,5
KLD_B01-0167,KLD_B01,KLD,3
KLD_B01-0168,KLD_B01,KLD,2
KLD_B01-0169,KLD_B01,KLD,4
KLD_B01-0170,KLD_B01,KLD,1
KLD_B01-0171,KLD_B01,KLD,4
KLD_B01-0172,KLD_B01,KLD,4
KLD_B01-0173,KLD_B01,KLD,4
KLD_B01-0174,KLD_B01,KLD,4
KLD_B01-0175,KLD_B01,KLD,2
KLD_B01-0176,KLD_B01,KLD,1
KLD_B01-0177,KLD_B01,KLD,1
KLD_B01-0178,KLD_B01,KLD,4
KLD_B01-0179,KLD_B01,KLD,4
KLD_B01-0180,KLD_B01,KLD,4
KLD_B01-0181,KLD_B01,KLD,2
KLD_B01-0182,KLD_B01,KLD,3
KLD_B01-0183,KLD_B01,KLD,2
KLD_B01-0184,KLD_B01,KLD,5
KLD_B01-0185,KLD_B01,KLD,3
KLD_B01-0186,KLD_B01,KLD,2
KLD_B01-0187,KLD_B01,KLD,2
KLD_B01-0188,KLD_B01,KLD,3
KLD_B01-0189,KLD_B01,KLD,4
KLD_B01-0190,KLD_B01,KLD,1
KLD_B01-0191,KLD_B01,KLD,5
KLD_B01-0192,KLD_B01,KLD,4
KLD_B01-0193,KLD_B01,KLD,5
KLD_B01-0194,KLD_B01,KLD,2
KLD_B01-0195,KLD_B01,KLD,5
KLD_B01-0197,KLD_B01,KLD,4
KLD_B01-0199,KLD_B01,KLD,1
KLD_B01-0200,KLD_B01,KLD,5
KLD_B01-0201,KLD_B01,KLD,2
KLD_B01-0202,KLD_B01,KLD,4
KLD_B01-0203,KLD_B01,KLD,2
KLD_B01-0204,KLD_B01,KLD,5
KLD_B01-0205,KLD_B01,KLD,2
KLD_B01-0206,KLD_B01,KLD,3
KLD_B01-0207,KLD_B01,KLD,3
KLD_B01-0208,KLD_B01,KLD,2
KLD_B01-0209,KLD_B01,KLD,3
KLD_B01-0210,KLD_B01,KLD,1
KLD_B01-0211,KLD_B01,KLD,1
KLD_B01-0212,KLD_B01,KLD,3
KLD_B01-0213,KLD_B01,KLD,1
KLD_B01-0214,KLD_B01,KLD,3
KLD_B01-0215,KLD_B01,KLD,2
KLD_B01-0216,KLD_B01,KLD,3
KLD_B01-0218,KLD_B01,KLD,3
KLD_B01-0219,KLD_B01,KLD,4
KLD_B01-0220,KLD_B01,KLD,3
KLD_B01-0221,KLD_B01,KLD,5
KLD_B01-0222,KLD_B01,KLD,4
KLD_B01-0223,KLD_B01,KLD,2
KLD_B01-0224,KLD_B01,KLD,4
KLD_B01-0225,KLD_B01,KLD,1
KLD_B01-0227,KLD_B01,KLD,5
KLD_B01-0228,KLD_B01,KLD,5
KLD_B01-0229,KLD_B01,KLD,4
KLD_B01-0230,KLD_B01,KLD,4
KLD_B01-0231,KLD_B01,KLD,3
KLD_B01-0232,KLD_B01,KLD,2
KLD_B01-0233,KLD_B01,KLD,1
KLD_B01-0234,KLD_B01,KLD,3
KLD_B01-0235,KLD_B01,KLD,4
KLD_B01-0236,KLD_B01,KLD,2
KLD_B01-0237,KLD_B01,KLD,4
KLD_B01-0238,KLD_B01,KLD,2
KLD_B01-0240,KLD_B01,KLD,5
KLD_B01-0241,KLD_B01,KLD,5
KLD_B01-0242,KLD_B01,KLD,2
KLD_B01-0243,KLD_B01,KLD,4
KLD_B01-0244,KLD_B01,KLD,1
KLD_B01-0245,KLD_B01,KLD,1
KLD_B01-0246,KLD_B01,KLD,4
KLD_B01-0248,KLD_B01,KLD,4
KLD_B01-0249,KLD_B01,KLD,4
KLD_B01-0250,KLD_B01,KLD,1
KLD_B01-0251,KLD_B01,KLD,3
KLD_B01-0252,KLD_B01,KLD,3
KLD_B01-0253,KLD_B01,KLD,5
KLD_B01-0254,KLD_B01,KLD,5
KLD_B01-0256,KLD_B01,KLD,2
KLD_B01-0257,KLD_B01,KLD,2
KLD_B01-0258,KLD_B01,KLD,3
KLD_B01-0259,KLD_B01,KLD,3
KLD_B01-0260,KLD_B01,KLD,3
KLD_B01-0261,KLD_B01,KLD,2
KLD_B01-0262,KLD_B01,KLD,2
KLD_B01-0264,KLD_B01,KLD,3
KLD_B01-0265,KLD_B01,KLD,3
KLD_B01-0266,KLD_B01,KLD,3
KLD_B01-0267,KLD_B01,KLD,3
KLD_B01-0268,KLD_B01,KLD,3
KLD_B01-0269,KLD_B01,KLD,4
KLD_B01-0270,KLD_B01,KLD,1
KLD_B01-0271,KLD_B01,KLD,5
KLD_B01-0272,KLD_B01,KLD,1
KLD_B01-0273,KLD_B01,KLD,4
KLD_B01-0274,KLD_B01,KLD,5
KLD_B01-0275,KLD_B01,KLD,2
KLD_B01-0276,KLD_B01,KLD,4
KLD_B01-0277,KLD_B01,KLD,1
KLD_B01-0278,KLD_B01,KLD,5
KLD_B01-0279,KLD_B01,KLD,4
KLD_B01-0280,KLD_B01,KLD,2
KLD_B01-0281,KLD_B01,KLD,2
KLD_B01-0282,KLD_B01,KLD,3
KLD_B01-0283,KLD_B01,KLD,5
KLD_B01-0284,KLD_B01,KLD,4
KLD_B01-0286,KLD_B01,KLD,3
KLD_B02-0001,KLD_B02,KLD,4
KLD_B02-0002,KLD_B02,KLD,5
KLD_B02-0003,KLD_B02,KLD,4
KLD_B02-0004,KLD_B02,KLD,5
KLD_B02-0005,KLD_B02,KLD,1
KLD_B02-0006,KLD_B02,KLD,4
KLD_B02-0007,KLD_B02,KLD,2
KLD_B02-0008,KLD_B02,KLD,3
KLD_B02-0009,KLD_B02,KLD,4
KLD_B02-0010,KLD_B02,KLD,1
KLD_B02-0011,KLD_B02,KLD,2
KLD_B02-0012,KLD_B02,KLD,2
KLD_B02-0013,KLD_B02,KLD,1
KLD_B02-0014,KLD_B02,KLD,2
KLD_B02-0015,KLD_B02,KLD,5
KLD_B02-0017,KLD_B02,KLD,2
KLD_B02-0018,KLD_B02,KLD,2
KLD_B02-0019,KLD_B02,KLD,5
KLD_B02-0020,KLD_B02,KLD,1
KLD_B02-0021,KLD_B02,KLD,1
KLD_B02-0022,KLD_B02,KLD,1
KLD_B02-0023,KLD_B02,KLD,1
KLD_B02-0024,KLD_B02,KLD,4
KLD_B02-0025,KLD_B02,KLD,4
KLD_B02-0026,KLD_B02,KLD,3
